SourceMacAddress,DestinationMacAddress,SourceIPAddress,DestinationIPAddress,SourcePortNo.,DestinationPortNo.
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.182,10.0.2.15,443,51656,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.182,51656,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,57207,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,57207,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.174.227,40206,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.67,56547,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.174.227,10.0.2.15,443,40206,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.67,10.0.2.15,443,56547,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.174.227,10.0.2.15,443,40206,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.174.227,40206,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.67,10.0.2.15,443,56547,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.67,56547,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.131,48269,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.131,10.0.2.15,443,48269,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.131,10.0.2.15,443,48269,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.131,48269,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.78,47218,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.78,10.0.2.15,443,47218,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.78,10.0.2.15,443,47218,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.78,47218,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,48448,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,48448,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,48448,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,48448,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.167.163,34779,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.167.163,10.0.2.15,80,34779,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.167.163,34775,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.167.163,10.0.2.15,80,34775,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,37563,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,37563,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,56238,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,56238,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,37563,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,37563,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,56238,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,56238,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,37420,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,37420,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,37420,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,37420,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,48473,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,48473,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59680,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,48473,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,48473,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33042,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59680,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59680,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33042,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33042,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33042,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33043,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33042,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33043,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33043,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33042,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33042,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33042,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33042,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33042,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33042,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33042,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.196,41390,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.196,10.0.2.15,443,41390,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59682,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59682,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,47797,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,47797,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,47797,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,47797,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59681,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59681,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,144.217.110.12,10.0.2.15,80,59679,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,144.217.110.12,59679,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,80,33044,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,33044,80,
