SourceMacAddress,DestinationMacAddress,SourceIPAddress,DestinationIPAddress,SourcePortNo.,DestinationPortNo.
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.78,59783,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.78,10.0.2.15,443,59783,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,34097,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,34097,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,54180,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,54180,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,54180,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,54180,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,34097,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47131,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47131,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.78,10.0.2.15,443,59783,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.78,59783,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47130,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47130,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.78,59783,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.78,10.0.2.15,443,59783,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47132,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47132,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,57488,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,57488,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,57488,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,57488,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.196.78,57635,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.196.78,10.0.2.15,443,57635,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,34097,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,34097,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,34097,53,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,34097,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44809,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44809,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44809,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44809,80,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44811,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44811,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.34,59119,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.34,10.0.2.15,443,59119,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44812,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44812,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,34097,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44809,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44809,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44811,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44811,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,55092,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.50.32.10,55092,53,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,55092,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.50.32.10,10.0.2.15,53,55092,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47136,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47135,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.160.206,10.0.2.15,443,47135,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.160.206,47136,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44812,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44812,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44809,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44809,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44811,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44811,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44812,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44812,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44809,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44809,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44811,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44811,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,172.217.166.163,44812,80,
52:54:0:12:35:2,8:0:27:30:b2:8f,172.217.166.163,10.0.2.15,80,44812,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
8:0:27:30:b2:8f,52:54:0:12:35:2,10.0.2.15,216.58.203.164,43133,443,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
52:54:0:12:35:2,8:0:27:30:b2:8f,216.58.203.164,10.0.2.15,443,43133,
